Comments,Kommentarer,
Company,Firma,
Compensatory Leave Request,Kompenserende Forladelsesanmodning,
Completed,Afsluttet,
Component,Lønart,
Component properties and references ,Komponentegenskaber og referencer,
Condition,Tilstand,
Condition and formula,Tilstand og formel,
Conditions,Betingelser,
Conditions and Formula variable and example,Betingelser og formelvariabel og eksempel,
Conference,Konference,
Consider Unmarked Attendance As,Overvej umærket deltagelse som,
Contact Email,Kontakt e-mail,
Contact No.,Kontaktnr.,
Contact Number,Kontaktnummer,
Copy of Invitation/Announcement,Kopi af invitation / meddelelse,
Cost,Koste,
Cost Center,Omkostningssted,
Cost Centers,Omkostningssteder,
Costing,Koster,
Costing Details,Costing Detaljer,
Country,Land,
Course,Kursus,
Cover Letter,Følgebrev,
Create New Employee Id,Opret nyt medarbejder-id,
Create Separate Payment Entry Against Benefit Claim,Opret særskilt betalingsindgang mod fordringsanmodning,
Criteria,Kriterier,
Currency,Valuta,
Current,Nuværende,
Current Count,Nuværende Grev,
Current Odometer value ,Aktuel kilometertalværdi,
Current Openings,Nuværende åbninger,
Daily,Daglig,
Daily Work Summary,Daglige arbejde Summary,
Daily Work Summary Group,Daglig Arbejdsopsamlingsgruppe,
Daily Work Summary Group User,Daglig Arbejdsopsummering Gruppe Bruger,
Daily Work Summary Replies,Daglige Arbejdsoversigt Svar,
Dashboard,Betjeningspanel,
Date,Dato,
Date of Birth,Fødselsdato,
Date of Joining,Ansættelsesdato,
Declarations,erklæringer,
Declared Amount,Erklæret beløb,
Deduct Full Tax on Selected Payroll Date,Træk fuld skat på den valgte lønningsdato,
Deduct Tax For Unclaimed Employee Benefits,Fradragsafgift for uopkrævede medarbejderfordele,
Deduct Tax For Unsubmitted Tax Exemption Proof,Fradragsafgift for ikke-meddelt skattefritagelse bevis,
Deduction,Fradrag,
Deductions,Fradrag,
Default Account,Standard-konto,
Default Amount,Standard Mængde,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Standard Bank / Kontant konto vil automatisk blive opdateret i Løn Kassekladde når denne tilstand er valgt.,
Default Salary Structure,Standard lønstruktur,
Deferred Expense Account,Udskudt udgiftskonto,
Delivery Trip,Leveringsrejse,
Department,Afdeling,
Department Approver,Afdelingsgodkendelse,
Departure Datetime,Afrejse Datetime,
Depends on Payment Days,Afhænger af betalingsdage,
Description,Beskrivelse,
Description of a Job Opening,Beskrivelse af en ledig stilling,
Designation,Betegnelse,
Designation Skill,Benævnelsesevne,
Details,Detaljer,
"Details of Sponsor (Name, Location)","Detaljer om sponsor (navn, sted)",
Determine Check-in and Check-out,Bestem indtjekning og udtjekning,
Disable,Deaktiver,
Disable Rounded Total,Deaktiver Afrundet Total,
Disabled,Deaktiveret,
Dispensed Amount (Pro-rated),Dispensed Amount (Pro-rated),
Do Not Include in Total,Medtag ikke i alt,
Do not include in total,Inkluder ikke i alt,
Domestic,Indenlandsk,
Download Template,Hent skabelon,
Draft,Udkast,
Duration (Days),Varighed (dage),
Early Exit,Tidlig udgang,
Early Exit Grace Period,Tidlig afgangsperiode,
Earned Leave,Tjenet forladt,
Earned Leave Frequency,Optjent Levefrekvens,
Earning,Tillæg,
Earning Component,Earning Component,
Earnings,Indtjening,
Effective from,Effektiv fra,
Email,E-mail,
Email Address,Email adresse,
Email ID,E-mail-id,
Email Salary Slip to Employee,E-mail lønseddel til medarbejder,
Email Sent To,E-mail send til,
Email Template,E-mail-skabelon,
Emails salary slip to employee based on preferred email selected in Employee,"Lønseddel sendes til medarbejderen på e-mail, på baggrund af den foretrukne e-mailadresse der er valgt for medarbejderen",
Employee,medarbejder,
Employee Advance,Ansatte Advance,
Employee Advance Summary,Medarbejder Advance Summary,
Employee Attendance Tool,Medarbejder Deltagerliste Værktøj,
Employee Benefit Application,Ansættelsesfordel Ansøgning,
Employee Benefit Application Detail,Ansøgningsbidrag Ansøgnings detaljer,
Employee Benefit Claim,Ansættelsesfordel,
Employee Benefits,Personalegoder,
Employee Boarding Activity,Medarbejder boarding aktivitet,
Employee Checkin,Medarbejder Checkin,
Employee Details,Medarbejderdetaljer,
Employee Emails,Medarbejder Emails,
Employee Grade,Medarbejderklasse,
Employee Health Insurance,Medarbejdernes sygesikring,
Employee Incentive,Medarbejderincitamenter,
Employee Name,Medarbejdernavn,
Employee Number,Medarbejdernr.,
Employee Onboarding,Medarbejder Onboarding,
Employee Onboarding Template,Medarbejder Onboarding Skabelon,
Employee Other Income,Medarbejderens anden indkomst,
Employee Promotion,Medarbejderfremmende,
Employee Promotion Details,Medarbejderfremmende detaljer,
Employee Property History,Medarbejder Ejendomshistorie,
Employee Referral,Medarbejder Henvisning,
Employee Separation,Medarbejder adskillelse,
Employee Separation Template,Medarbejderseparationsskabelon,
Employee Settings,Medarbejderindstillinger,
Employee Skill,Medarbejderfærdighed,
Employee Skill Map,Kort over medarbejderne,
Employee Skills,Medarbejderfærdigheder,
Employee Tax Exemption Category,Skattefritagelseskategori for ansatte,
Employee Tax Exemption Declaration,Skattefritagelseserklæring fra ansatte,
Employee Tax Exemption Declaration Category,Beskatningsgruppe for arbejdstagerbeskatning,
Employee Tax Exemption Proof Submission,Beskæftigelse af medarbejderskattefritagelse,
Employee Tax Exemption Proof Submission Detail,Beskatningsfrihed for medarbejderskattefritagelse,
Employee Tax Exemption Sub Category,Beskatningsfritagelse for arbejdstager underkategori,
Employee Training,Medarbejderuddannelse,
Employee Transfer,Medarbejderoverførsel,
Employee Transfer Detail,Medarbejderoverførselsdetaljer,
Employee Transfer Details,Overførselsoplysninger for medarbejdere,
Employees,Medarbejdere,
Employees HTML,Medarbejdere HTML,
Employees working on a holiday,"Medarbejdere, der arbejder på en helligdag",
Employment Type,Beskæftigelsestype,
Enable Auto Attendance,Aktivér automatisk deltagelse,
Enabled,Aktiv,
Encashment,indløsning,
Encashment Amount,Indkøbsbeløb,
Encashment Date,Indløsningsdato,
Encrypt Salary Slips in Emails,Krypter lønsedler i e-mails,
End Date,Slutdato,
End Time,End Time,
Error Message,Fejl besked,
Estimated Cost Per Position,Anslået pris pr. Position,
Evaluation Date,Evalueringsdato,
Event Details,Eventdetaljer,
Event Name,begivenhed Navn,
Event Status,begivenhed status,
Every Valid Check-in and Check-out,Hver gyldig indtjekning og udtjekning,
Exam,Eksamen,
Exchange Rate,Vekselkurs,
Exempted from Income Tax,Undtaget fra indkomstskat,
Exemption Category,Fritagelseskategori,
Exemption Sub Category,Fritagelsesunderkategori,
Exit Interview Summary,Exit Interview Summary,
Expense,Udlæg,
Expense Account,Udgiftskonto,
Expense Approver,Udlægsgodkender,
Expense Approver Mandatory In Expense Claim,Expense Approver Obligatorisk i Expense Claim,
Expense Claim,Udlæg,
Expense Claim Account,Udlægskonto,
Expense Claim Advance,Udgiftskrav Advance,
Expense Claim Detail,Udlægsdetalje,
Expense Claim Type,Udlægstype,
Expense Date,Udlægsdato,
Expense Proof,Udgiftsbevis,
Expense Taxes and Charges,Udgifter til skatter og afgifter,
Expense Type,Udgiftstype,
Expenses,Udgifter,
Expire Carry Forwarded Leaves (Days),Udløb med fremsendte blade (dage),
Expired,Udløbet,
Explanation,Forklaring,
Failed,Mislykkedes,
Feedback,Feedback,
Feedback Submitted,Tilbagemelding er sendt,
Field Name,Feltnavn,
Filter List,Filter liste,
Filters,Filtre,
First Check-in and Last Check-out,Første check-in og sidste check-out,
Fleet Manager,Fleet manager,
Flexible Benefits,Fleksible fordele,
Flight,Flyvningen,
Follow via Email,Følg via e-mail,
For Employee,Til medarbejder,
Formula,Formel,
Fortnightly,Hver 14. dag,
Fraction of Daily Salary for Half Day,Brøkdel af den daglige løn for en halv dag,
Frequency,Frekvens,
From Amount,Fra beløb,
From Date,Fra dato,
From Employee,Fra Medarbejder,
From Time,Fra Time,
From User,Fra bruger,
Fuel Price,Brændstofpris,
Fuel Qty,Brændstofmængde,
Full Name,Navn,
Fully Sponsored,Fuldt sponsoreret,
Funded Amount,Finansieret beløb,
Geolocation,Geolocation,
Get Employees,Få medarbejdere,
Get Template,Hent skabelon,
Gluten Free,Glutenfri,
Goal,Goal,
Goals,Mål,
Grade,Grad,
Grand Total,Beløb i alt,
Green,Grøn,
Gross Pay,Bruttoløn,
HR,HR,
HR Manager,HR-chef,
HR Settings,HR-indstillinger,
HR User,HR-bruger,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
HR-VLOG-.YYYY.-,HR-vlog-.YYYY.-,
Half Day,Half Day,
Half Day Date,Halv dag dato,
Half Yearly,Halvdelen Årlig,
Half-Yearly,Halvårlig,
Has Certificate,Har certifikat,
Health Insurance Name,Navn på sygesikring,
Help,Hjælp,
Hiring Settings,Ansættelse af indstillinger,
Hold,Hold,
Holiday List,Helligdagskalender,
Holiday List for Optional Leave,Ferieliste for valgfri ferie,
Holidays,Helligdage,
Hour Rate,Timesats,
Hours,timer,
IN,I,
Identification Document Number,Identifikationsdokumentnummer,
Identification Document Type,Identifikationsdokumenttype,
"If checked, hides and disables Rounded Total field in Salary Slips","Hvis markeret, skjuler og deaktiverer feltet Rounded Total i lønningssedler",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Hvis dette er markeret, trækkes hele beløbet fra skattepligtig indkomst inden beregning af indkomstskat uden nogen erklæring eller bevisafgivelse.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Hvis det er aktiveret, overvejes skattefritagelseserklæringen ved beregning af indkomstskat.",
"If not checked, the list will have to be added to each Department where it has to be applied.","Hvis ikke afkrydset, skal hver afdeling vælges, hvor det skal anvendes.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Hvis valgt, vil den værdi, der er angivet eller beregnet i denne komponent, ikke bidrage til indtjeningen eller fradrag. Men det er værdien kan henvises af andre komponenter, som kan tilføjes eller fratrækkes.",
Import Attendance,Importér fremmøde,
Import Log,Import-log,
In Process,I Process,
In Progress,I gang,
In Time,I tide,
Inactive,inaktive,
Incentive Amount,Incitamentsbeløb,
Include holidays in Total no. of Working Days,Medtag helligdage i det totale antal arbejdsdage,
Include holidays within leaves as leaves,Medtag helligdage indenfor fraværsperioden som fravær,
Income Tax Deductions,Fradrag for indkomstskat,
Income Tax Slab,Indkomstskatplade,
Income Tax Slab Other Charges,Indkomstskatplade Andre gebyrer,
Inspection,Kontrol,
Interest,Interesse,
Interest Amount,Renter Beløb,
Intermediate,mellemniveau,
International,International,
Internet,Internet,
Introduction,Introduktion,
Invalid,Ugyldigt,
Invited,inviteret,
Invoice Ref,Fakturareference,
Is Active,Er Aktiv,
Is Carry Forward,Er fortsat fravær fra sidste regnskabsår,
Is Compensatory,Er kompenserende,
Is Default,Er standard,
Is Earned Leave,Er tjent forladelse,
Is Expired,Er udløbet,
Is Flexible Benefit,Er fleksibel fordel,
Is Group,Er en kontogruppe,
Is Income Tax Component,Er indkomstskatkomponent,
Is Leave Without Pay,Er fravær uden løn,
Is Mandatory,Er obligatorisk,
Is Optional Leave,Er Valgfri Forladelse,
Is Paid,er betalt,
Is Recurring,Er tilbagevendende,
Is Tax Applicable,Er skat gældende,
Job Applicant,Ansøger,
Job Applicant Source,Job Ansøger Kilde,
Job Description,Stillingsbeskrivelse,
Job Offer,Jobtilbud,
Job Offer Term,Jobtilbudsperiode,
Job Offer Terms,Jobtilbudsbetingelser,
Job Opening,Rekrutteringssag,
Job Title,Titel,
"Job profile, qualifications required etc.","Stillingsprofil, kvalifikationskrav mv.",
Joining Date,Ansættelsesdato,
Journal Entry,Kassekladde,
KRA,KRA,
Key Performance Area,Key Performance Area,
Key Responsibility Area,Key Responsibility Area,
Keyboard Shortcuts,Tastaturgenveje,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,"Sidst kendt vellykket synkronisering af medarbejdercheck. Nulstil dette kun, hvis du er sikker på, at alle logfiler synkroniseres fra alle placeringer. Du skal ikke ændre dette, hvis du er usikker.",
Last Name,Efternavn,
Last Sync of Checkin,Sidste synkronisering af checkin,
Late Entry,Sidste indrejse,
Late Entry Grace Period,Sen indgangsperiode,
Latitude,Breddegrad,
Leave,Forlade,
Leave Allocation,Fraværstildeling,
Leave Allocations,Forlade tildelinger,
Leave Application,Ansøg om fravær,
Leave Approval Notification Template,Forlad godkendelsesskabelonen,
Leave Approver,Fraværsgodkender,
Leave Approver Mandatory In Leave Application,Forlad godkendelsesprocedure,
Leave Approver Name,Fraværsgodkendernavn,
Leave Balance,Forløbsbalance,
Leave Balance Before Application,Fraværssaldo før anmodning,
Leave Block List,Blokér fraværsansøgninger,
Leave Block List Allow,Tillad blokerede fraværsansøgninger,
Leave Block List Allowed,Tillad blokerede fraværsansøgninger,
Leave Block List Date,Fraværsblokeringsdato,
Leave Block List Dates,Fraværsblokeringsdatoer,
Leave Block List Name,Blokering af fraværsansøgninger,
Leave Control Panel,Fravær Kontrolpanel,
Leave Encashment,Udbetal fravær,
Leave Encashment Amount Per Day,Forlad Encashment Amount Per Day,
Leave Ledger Entry,Forlad hovedbogen,
Leave Period,Forladelsesperiode,
Leave Policy,Forlad politik,
Leave Policy Detail,Forlad politikoplysninger,
Leave Policy Details,Forlad politikoplysninger,
Leave Status Notification Template,Meddelelsesskabelon for meddelelsesstatus,
Leave Type,Fraværstype,
Leave Type Name,Fraværstypenavn,
Leave Without Pay,Fravær uden løn,
Leaves,Blade,
Leaves Allocated,Bladene allokeret,
Left,Venstre,
Letter Head,Brevhoved,
Level,Niveau,
License Plate,Nummerplade,
Loan,Lån,
Loan Repayment Entry,Indlån til tilbagebetaling af lån,
Location,Lokation,
Location / Device ID,Placering / enheds-ID,
Location Name,Navn på sted,
Lodging Required,Indlogering påkrævet,
Log Type,Log Type,
Longitude,Længde,
Make,Opret,
Manual,Manuel,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,"Marker deltagelse baseret på &#39;Medarbejdercheck&#39; for medarbejdere, der er tildelt dette skift.",
Marked Attendance,Markant Deltagelse,
Marked Attendance HTML,Markant Deltagelse HTML,
Max Amount Eligible,Maksimumsbeløb berettiget,
Max Benefit Amount,Max Benefit Amount,
Max Benefit Amount (Yearly),Max Benefit Amount (Årlig),
Max Benefits (Amount),Maksimale fordele (Beløb),
Max Benefits (Yearly),Maksimale fordele (Årlig),
Max Exemption Amount,Maksimalt fritagelsesbeløb,
Max Taxable Income,Maks. Skattepligtig indkomst,
Max working hours against Timesheet,Max arbejdstid mod Timesheet,
Maximum Carry Forwarded Leaves,Maksimale transporterede fremsendte blade,
Maximum Exempted Amount,Maksimalt fritaget beløb,
Maximum Exemption Amount,Maksimum fritagelsesbeløb,
Meal Preference,Måltidspræference,
Message,Besked,
Mileage,Kilometerpenge,
Min Taxable Income,Min skattepligtig indkomst,
Mode Of Payment,Betalingsmåde,
Mode of Payment,Betalingsmåde,
Mode of Travel,Rejsemåden,
Model,Model,
Month,Måned,
Monthly,Månedlig,
Monthly Attendance Sheet,Månedlig Deltagelse Sheet,
More Info,Mere info,
Name,Navn,
Name of Organizer,Navn på arrangør,
Naming Series,Navngivningsnummerserie,
Net Pay,Nettoløn,
New,Ny,
New Company,Nyt firma,
New Employee ID,New Employee ID,
New Leaves Allocated,Nye fravær Allokeret,
New Leaves Allocated (In Days),Nyt fravær tildelt (i dage),
No,Nej,
Non Diary,Ikke-dagbog,
Non-Vegetarian,Ikke-Vegetarisk,
Not Started,Ikke igangsat,
Notes,Noter,
Notify users by email,Underret brugerne via e-mail,
Number Of Employees,Antal medarbejdere,
Number Of Positions,Antal positioner,
OUT,UD,
Odometer Reading,kilometerstand,
Offer Date,Dato,
Offer Term,Tilbudsbetingelser,
Old Parent,Gammel Parent,
On Duty,På vagt,
On Hold,I venteposition,
On Leave,Fraværende,
Only Tax Impact (Cannot Claim But Part of Taxable Income),Kun skattepåvirkning (kan ikke kræve en del af skattepligtig indkomst),
Open,Åbne,
Orange,orange,
Other Details,Andre detaljer,
Other Settings,Andre indstillinger,
Other Taxes and Charges,Andre skatter og afgifter,
Out Time,Out Time,
Overwrite Salary Structure Amount,Overskrive lønstruktursbeløb,
Owned,Ejet,
Paid,betalt,
Paid Amount,Betalt beløb,
"Partially Sponsored, Require Partial Funding","Delvist sponsoreret, kræves delfinansiering",
Passport Number,Pasnummer,
Password Policy,Kodeordspolitik,
Pay Against Benefit Claim,Betal mod fordele,
Payable Account,Betales konto,
Payables,Gæld,
Payment Account,Betalingskonto,
Payment Days,Betalingsdage,
Payment Entry,Betaling indtastning,
Payroll,Løn,
Payroll Date,Lønningsdato,
Payroll Employee Detail,Betalingsmedarbejder Detail,
Payroll Entry,Lønning Entry,
Payroll Frequency,Lønafregningsfrekvens,
Payroll Period,Lønningsperiode,
Payroll Period Date,Lønningsperiode Dato,
Payroll Periods,Lønningsperioder,
Payroll Settings,Lønindstillinger,
Pending,Afventer,
Pending Amount,Afventende beløb,
Percent,procent,
Percent Deduction,Procent Fradrag,
Phone Number,Telefonnummer,
Planned number of Positions,Planlagt antal positioner,
Posting Date,Bogføringsdato,
Preferred Area for Lodging,Foretrukne område for overnatning,
Present,Tilstede,
Print Heading,Overskrift,
Printing Details,Udskrivningsindstillinger,
Process Attendance After,Procesdeltagelse efter,
Professional Tax Deductions,Professionelle skattefradrag,
Proficiency,sprogfærdighed,
Progress,Fremskridt,
Project,Sag,
Promotion Date,Kampagnedato,
Property,Ejendom,
Provident Fund Deductions,Forsikringsfondets fradrag,
Publish on website,Udgiv på hjemmesiden,
Purpose,Formål,
Purpose of Travel,Formålet med rejser,
Quarterly,Kvartalsvis,
Queued,Sat i kø,
Raised By,Oprettet af,
Rate,Pris,
Rating,Bedømmelse,
Re-allocate Leaves,Omfordele blade,
Read,Læs,
Reason,Årsag,
Receivables,Tilgodehavender,
Recruitment Analytics,Rekrutteringsanalyse,
Red,Rød,
Reference,Henvisning,
Reference Document,referencedokument,
Reference Document Name,Reference dokumentnavn,
Reference Document Type,Referencedokument type,
References,Referencer,
Referrer,Henvisning,
Refuelling Details,Brændstofpåfyldningsdetaljer,
Rejected,Afvist,
Relieving Date,Lindre Dato,
Reload,Genindlæs,
Remaining Benefits (Yearly),Resterende fordele (årlig),
Remark,Bemærkning,
Remarks,Bemærkninger,
Remind Before,Påmind før,
Reminded,mindet,
Reminder,Påmindelse,
Rented Car,Lejet bil,
Replied,Svarede,
Require Full Funding,Kræver Fuld finansiering,
Required for Employee Creation,Påkrævet for medarbejderskabelse,
Resignation Letter Date,Udmeldelse Brev Dato,
Resolution Date,Løsningsdato,
Resolution Details,Løsningsdetaljer,
Resolved,Løst,
Resolved By,Løst af,
Result,Resultat,
Resume,Genoptag,
Resume Attachment,Vedhæft CV,
Retention Bonus,Retention Bonus,
Return,Retur,
Returned Amount,Returneret beløb,
Right,Højre,
Role,Rolle,
Role Allowed to Create Backdated Leave Application,Rolle tilladt til at oprette ansøgning om forældet orlov,
Round to the Nearest Integer,Rund til det nærmeste heltal,
Rounded Total,Afrundet i alt,
Rounded Total (Company Currency),Afrundet i alt (firmavaluta),
Rounding,Afrunding,
Route,Rute,
Salary,Løn,
Salary Component,Lønart,
Salary Component Account,Lønrtskonto,
Salary Component Type,Løn Komponent Type,
Salary Component for timesheet based payroll.,Lønart til tidsregistering,
Salary Detail,Løn Detail,
Salary Details,Løn Detaljer,
Salary Payments Based On Payment Mode,Lønbetalinger baseret på betalingstilstand,
Salary Payments via ECS,Lønbetalinger via ECS,
Salary Register,Løn Register,
Salary Slip,Lønseddel,
Salary Slip Based on Timesheet,Lønseddel baseret på timeregistreringen,
Salary Slip Loan,Salary Slip Lån,
Salary Slip Timesheet,Lønseddel Timeseddel,
Salary Slips Created,Lønningslisterne er oprettet,
Salary Slips Submitted,Lønssedler indsendes,
Salary Structure,Lønstruktur,
Salary Structure Assignment,Lønstrukturstrukturopgave,
Salary breakup based on Earning and Deduction.,Lønnen opdelt på tillæg og fradrag.,
Scheduled,Planlagt,
Score,score,
Score Earned,Score tjent,
Select Employees,Vælg Medarbejdere,
Select Payment Account to make Bank Entry,Vælg Betalingskonto til bankbetalingerne,
Select Terms and Conditions,Vælg betingelser,
Select Users,Vælg brugere,
Self-Study,Selvstudie,
Seminar,Seminar,
Send Emails At,Send e-mails på,
Sender,Afsender,
Sender Email,Afsender Email,
Sent,Sent,
Series,Nummerserie,
Service,Service,
Service Details,Service Detaljer,
Service Item,tjenesten Item,
Session Defaults,Standard for session,
Settings,Indstillinger,
Settled,Slog sig ned,
Shift,Flytte,
Shift Actual End,Skift faktisk afslutning,
Shift Actual Start,Skift faktisk start,
Shift Assignment,Skift opgave,
Shift End,Skiftende,
Shift Request,Skiftforespørgsel,
Shift Start,Skift Start,
Shift Type,Skift type,
Show Leaves Of All Department Members In Calendar,Vis blade af alle afdelingsmedlemmer i kalender,
Skill,Dygtighed,
Skill Name,Færdighedsnavn,
Skills,Skills,
Skip Auto Attendance,Spring automatisk deltagelse over,
Source,Kilde,
Source Name,Kilde Navn,
Sponsored Amount,Sponsoreret beløb,
Staffing Plan,Bemandingsplan,
Staffing Plan Detail,Bemandingsplandetaljer,
Standard Tax Exemption Amount,Standard skattefritagelsesbeløb,
Start Date,Startdato,
Start Time,Start Time,
Statistical Component,Statistisk komponent,
Status,Status,
Stop users from making Leave Applications on following days.,Stop brugere fra at oprette fraværsansøgninger for de følgende dage.,
Strictly based on Log Type in Employee Checkin,Strengt baseret på Log Type i medarbejder checkin,
Subject,Emne,
Submission Date,Indsendelsesdato,
Submitted,Godkendt,
Supplier,Leverandør,
System Manager,System Manager,
Task,Opgave,
Task Weight,Opgavevægtning,
Tax Exemption Category,Skattefritagelseskategori,
Tax Exemption Proofs,Skattefritagelse bevis,
Tax on additional salary,Skat af ekstra løn,
Tax on flexible benefit,Skat på fleksibel fordel,
Taxable Salary Slab,Skattepligtige lønplader,
Taxable Salary Slabs,Skattepligtige lønplader,
Taxes and Charges on Income Tax,Skatter og afgifter på indkomstskat,
Taxi,Taxa,
Team Updates,Team opdateringer,
Template Name,Skabelonnavn,
Template Title,Skabelonnavn,
Terms,Betingelser,
Terms and Conditions,Betingelser,
The fraction of daily wages to be paid for half-day attendance,"Den brøkdel af den daglige løn, der skal betales for halvdags tilstedeværelse",
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.","Den lønseddel, der er sendt til medarbejderen, er beskyttet med adgangskode. Adgangskoden genereres baseret på adgangskodepolitikken.",
The time after the shift start time when check-in is considered as late (in minutes).,"Tiden efter skiftets starttidspunkt, når check-in betragtes som sent (i minutter).",
The time before the shift end time when check-out is considered as early (in minutes).,"Tiden før skiftets sluttid, når check-out betragtes som tidligt (i minutter).",
The time before the shift start time during which Employee Check-in is considered for attendance.,"Tiden før skiftets starttid, hvor medarbejderindtjekning overvejes til deltagelse.",
Theory,Teori,
Time,Tid,
Time Sheet,Tidsregistrering,
Time after the end of shift during which check-out is considered for attendance.,"Tid efter skiftets afslutning, hvor check-out overvejes til deltagelse.",
Title,Titel,
To Amount,Til beløb,
To Date,Til dato,
To Time,Til kl.,
To User,Til bruger,
Total,Total,
Total Actual Amount,Samlet faktisk beløb,
